country,UID,friendly_ID,water_company_name,permitted_site_name,site_name_Wasc_operational_ENGLAND_ONLY,storm_discharge_asset_type,Receiving_Water_Environment_common_name,shellfish_water,bathing_water_ENGLAND_ONLY,lat,lon,Outlet_Discharge_NGR,RAMSAR,RAMSAR_site_name,SPA,SPA_site_name,SAC,SAC_site_name,SSSI,SSSI_site_name,total_spills_duration_hours,spill_count,pcon_name
ENGLAND,0x19F81AA3BCAA5D2E88501A1FE932581F,AW21,Anglian Water,ELY WATER RECYCLING CENTRE (OLD),ELY STW,Storm tank at WwTW,RIVER GREAT OUSE (NT),N/a,N/a,52.396132,0.27369353,TL5480080000,N,,N,,N,,Y,Ely Pits and Meadows,95.13333333,16,South East Cambridgeshire
ENGLAND,0x2AD43974A616FF3D642294625BB2057B,AW53,Anglian Water,MALDON PARK DRIVE CSO,MALDON-PARK DRIVE SSO,SO on sewer network,RIVER BLACKWATER VIA A LAGOON,N/a,N/a,51.722157,0.69858077,TL8649006050,Y,Blackwater Estuary (Mid-Essex Coast Phase 4),Y,Blackwater Estuary (Mid-Essex Coast Phase 4),Y,Essex Estuaries,Y,Blackwater Estuary,12.73333333,5,Maldon
ENGLAND,0x0A4692D362133963F2DF15BF27648B87,AW28,Anglian Water,MALDON WATER RECYCLING CENTRE,MALDON STW,Storm tank at WwTW,TRIBUTARY OF PENNYS BROOK,Osea Island,N/a,51.733663,0.73764934,TL8914007430,Y,Blackwater Estuary (Mid-Essex Coast Phase 4),Y,Blackwater Estuary (Mid-Essex Coast Phase 4),Y,Essex Estuaries,Y,Blackwater Estuary,56.299,10,Witham
ENGLAND,0xA3D25B980BF51E4D3A64C1EFBC09F540,AW16,Anglian Water,MAYLAND WATER RECYCLING CENTRE,MAYLANDSEA STW,Inlet SO at WwTW,Mayland Creek River Blackwater,N/a,N/a,51.686894,0.77606301,TL9199002330,Y,Blackwater Estuary (Mid-Essex Coast Phase 4),Y,Blackwater Estuary (Mid-Essex Coast Phase 4),Y,Essex Estuaries,Y,Blackwater Estuary,186.5,33,Maldon
ENGLAND,0xB5F79C0BC160C4D649E7D55D4EFEDB7D,AW40,Anglian Water,TOLLESBURY WATER RECYCLING CENTRE,TOLLESBURY STW,Storm tank at WwTW,TOLLESBURY FLEET TO BLACKWATER,Tollesbury Channel,N/a,51.763458,0.84627209,TL9651011030,Y,Blackwater Estuary (Mid-Essex Coast Phase 4),Y,Blackwater Estuary (Mid-Essex Coast Phase 4),Y,Essex Estuaries,Y,Blackwater Estuary,23.2,7,Witham
ENGLAND,0x181F4D14DC0007F8836914EEA1E03FA8,AW74,Anglian Water,LAYER DE-LA-HAYE STW,LAYER DE LA HAYE STW,Storm tank at WwTW,Roman River NT,N/a,N/a,51.847815,0.88369996,TL9872120511,N,,N,,N,,Y,Roman River,1,1,Colchester
ENGLAND,0xA9270B4D2A464B0634D733EBB81D74E0,AW50,Anglian Water,MANNINGTREE(LAWFORD) STW,MANNINGTREE STW,Storm tank at WwTW,Wignall Brook Stour Estuary,N/a,N/a,51.950389,1.0560431,TM1011032400,Y,Stour and Orwell Estuaries,Y,Stour and Orwell Estuaries,N,,Y,Stour Estuary,15.5,8,Harwich and North Essex
ENGLAND,0x56C4226E76E45DAD3789D63B0EDF79D0,AW85,Anglian Water,CLACTON COLLINGWOOD RD/WASH LN CSO,CLACTON-COLLINGWOOD ROAD SO,SO on sewer network,THE NORTH SEA,N/a,Clacton Groyne 41/Clacton Martello Tower,51.781717,1.1459838,TM1710013910,N,,N,,N,,Y,Clacton Cliffs & Foreshore,0.033333333,1,Clacton
ENGLAND,0xD479B0C3C395EC05C750395BDE4A23A3,AW84,Anglian Water,CLACTON PARK ROAD/VICARAGE GRD CSO,CLACTON-PARK RD/VICGE GDNS OV,SO on sewer network,THE NORTH SEA,N/a,Clacton Groyne 41/Clacton Martello Tower,51.781717,1.1459838,TM1710013910,N,,N,,N,,Y,Clacton Cliffs & Foreshore,0.066666667,1,Clacton
ENGLAND,0x9AA848676BC6ECADADE0E6DD56C5570B,AW11,Anglian Water,IPSWICH-CLIFF QUAY WRC,IPSWICH-CLIFF QUAY WATER RECYCLING CENTRE,Storm tank at WwTW,tidal River Orwell,N/a,N/a,52.028843,1.163895,TM1714041440,Y,Stour and Orwell Estuaries,Y,Stour and Orwell Estuaries,N,,Y,Orwell Estuary,248.75,53,South Suffolk
ENGLAND,0x650694AF3C576A9584D6CBDB48D86A23,AW42,Anglian Water,HOLBROOK STW,HOLBROOK STW,Storm tank at WwTW,Holbrook Creek Estuary Stour,N/a,N/a,51.967878,1.1633821,TM1740034660,Y,Stour and Orwell Estuaries,Y,Stour and Orwell Estuaries,N,,Y,Stour Estuary,21.5,8,South Suffolk
ENGLAND,0xBC2715DBD5E7A53CA7A43D43EB901880,AW59,Anglian Water,WOOLVERSTONE - MARINA TPS,WOOLVERSTONE-MARINA TPS,Storm discharge at pumping station,River Orwell,N/a,N/a,52.006955,1.1884369,TM1893039080,Y,Stour and Orwell Estuaries,Y,Stour and Orwell Estuaries,N,,Y,Orwell Estuary,8.25,5,South Suffolk
ENGLAND,0x29BFA4C889370905C4E2CCE9596F4FF5,AW80,Anglian Water,DOVERCOURT LOW ROAD PUMPING STATION,DOVERCOURT-LOW RD TPS,Storm discharge at pumping station,Trib South Hall Creek,N/a,N/a,51.921486,1.2615038,TM2437029800,Y,Hamford Water,Y,Hamford Water,N,,Y,Hamford Water,0.25,1,Harwich and North Essex
ENGLAND,0x4FEF5E98A08A0414637AA97BEB95A77C,AW70,Anglian Water,SHOTLEY STW,SHOTLEY-OVERHALL FM STW,Inlet SO at WwTW,River Orwell T,N/a,N/a,51.969173,1.2738505,TM2498035140,Y,Stour and Orwell Estuaries,Y,Stour and Orwell Estuaries,N,,Y,Orwell Estuary,1.75,7,South Suffolk
ENGLAND,0x8EA47B380EE6FBA7515EE926AD2F3D56,AW43,Anglian Water,WOODBRIDGE STATION ROAD CSO,WOODBRIDGE-STATION RD CSO,SO on sewer network,RIVER DEBEN,Deben,N/a,52.088915,1.3178036,TM2739048590,Y,Deben Estuary,Y,Deben Estuary,N,,Y,Deben Estuary,19.96666667,15,Suffolk Coastal
ENGLAND,0x01E53218B1FB2F9D0AB693513BCD7A18,AW37,Anglian Water,SOUTHWOLD WRC,SOUTHWOLD-COMMON THE STW,Storm tank at WwTW,THE TIDAL RIVER BLYTH,N/a,N/a,52.322998,1.6597048,TM4949075740,N,,Y,Outer Thames Estuary,N,,Y,Minsmere-Walberswick Heaths and Marshes,26.86666667,13,Suffolk Coastal
ENGLAND,0x0633D59431A1AC57494EA014FC7C77C0,AW62,Anglian Water,SOUTHWOLD GARDNER ROAD PS,SOUTHWOLD-GARDENER RD SP,Storm discharge at pumping station,Salt Creek,N/a,Southwold the Deans,52.323183,1.6768953,TM5066075820,N,,N,,N,,Y,Minsmere-Walberswick Heaths and Marshes,4,13,Suffolk Coastal
ENGLAND,0x964E075C8F843C3B68F799E79FEE206C,SW7,Southern Water,SOUTH TERRACE LITTLEHAMPTON CSO,SOUTH TERRACE LITTLEHAMPTON CSO - 109390,Storm discharge at pumping station,TIDAL RIVER ARUN,,LITTLEHAMPTON,50.800971,-0.54173721,TQ0286001170,N,,N,,N,,Y,Climping Beach,850.7872222,55,Bognor Regis and Littlehampton
ENGLAND,0x9CB953D21353DD4D60B4A84B1A86D52A,SW137,Southern Water,"ROPETACKLE STREET, SHOREHAM P.S.",ROPETACKLE STREET SHOREHAM CEO - 108324,Storm discharge at pumping station,THE RIVER ADUR (TIDAL),,"LANCING BEACH GREEN, SHOREHAM BEACH, SOUTHWICK",50.83285,-0.28072539,TQ2117005110,N,,N,,N,,Y,Adur Estuary,13.88166667,9,East Worthing and Shoreham
ENGLAND,0x7194F23088A81B6416171487F27350D4,SW182,Southern Water,UPPER SHOREHAM ROAD SHOREHAM CSO,UPPER SHOREHAM ROAD SHOREHAM CSO - 108819,SO on sewer network,RIVER ADUR,,"SHOREHAM BEACH, SOUTHWICK",50.833026,-0.28043491,TQ2119005130,N,,N,,N,,Y,Adur Estuary,1.766666667,7,East Worthing and Shoreham
ENGLAND,0x8960CB28B4EED366C7D5A8057004072C,SW28,Southern Water,FELBRIDGE WWTW,FELBRIDGE CSO - 116038,Inlet SO at WwTW,FELBRIDGE WATER (EDEN BROOK),,,51.151342,-0.050915139,TQ3641640926,N,,N,,N,,Y,Hedgecourt,501.2897222,58,East Surrey
ENGLAND,0xA3676C64EBDDED284B8EF3043C5E2B9B,SW53,Southern Water,KINGSTON HOLLOW WWTW,KINGSTON HOLLOW CEO - 115990,Inlet SO at WwTW,CELERY SEWER TRIB.R. OUSE,,,50.856073,-0.005081652,TQ4051008180,N,,N,,N,,Y,Lewes Brooks,181.1436111,36,Lewes
ENGLAND,0x768C076E62C85D4733025083EAD8BB74,SW17,Southern Water,NUTLEY WWTW,NUTLEY SSO - 115724,Storm tank at WwTW,PIPPINGFORD BROOK,,,51.039777,0.053866997,TQ4409028720,N,,Y,Ashdown Forest,Y,Ashdown Forest,Y,Ashdown Forest,650.1022222,43,Wealden
ENGLAND,0x2A37E7206BB6CD45061866E99695ADF0,SW55,Southern Water,"WOODLAND, OCKLYE CSO, GLENMORE ROAD",OCKLYE CROWBOROUGH CSO - 111367,SO on sewer network,THE HERONS GHYLL,,,51.061346,0.1398802,TQ5005031290,N,,Y,Ashdown Forest,Y,Ashdown Forest,Y,Ashdown Forest,172.9777778,35,Wealden
ENGLAND,0xEC6260E56B5DBE8A6F36036FFFDB7C4A,SW204,Southern Water,MANOR WAY SWANSCOMBE CEO,MANOR WAY SWANSCOMBE CEO - 108020,Storm discharge at pumping station,UNNAMED TRIB OF RIVER THAMES,,,51.453693,0.30715689,TQ6040075270,N,,N,,N,,Y,Swanscombe Peninsula,0.25,1,Dartford
ENGLAND,0x5EB8BDD278A59D3DECCA5BDA522E1519,SW36,Southern Water,BURWASH COMMON STW,BURWASH COMMON SSO - 115730,Storm tank at WwTW,RIVER DUDWELL,,,50.980617,0.36212509,TQ6591022790,N,,N,,N,,Y,Willingford Meadows,345.5,25,Bexhill and Battle
ENGLAND,0x501A150C594C242DE7FFC2B592DCD0AF,SW81,Southern Water,TATT YALDING CEO,TATT YALDING CEO - 108744,Storm discharge at pumping station,RIVER BEULT (TRIB OF MEDWAY),,,51.224978,0.42789791,TQ6963050110,N,,N,,N,,Y,River Beult,78.98333333,8,Maidstone and The Weald
ENGLAND,0x0B3E4B43EDAA444A2F4D6916D76CAB8B,SW114,Southern Water,HAM HILL S.T.W.,HAM HILL SSO - 115859,Storm tank at WwTW,THE RIVER MEDWAY ESTUARY,,,51.325309,0.45558686,TQ7119061330,N,,N,,N,,Y,Holborough to Burham Marshes,25.39777778,8,Chatham and Aylesford
ENGLAND,0xFFD8869BCA203A42C4F1211EF58306B0,SW154,Southern Water,MARSH LANE CLIFFE CEO,MARSH LANE CLIFFE CEO - 108607,Storm discharge at pumping station,A TRIBUTARY OF CLIFFE CREEK,,,51.463824,0.50160345,TQ7387076840,Y,Thames Estuary & Marshes,N,,N,,Y,South Thames Estuary and Marshes,6.343055556,5,Rochester and Strood
ENGLAND,0x35396C45F386F63E2177BB263A697509,AW29,Anglian Water,RAYLEIGH WEST STW,RAYLEIGH-WEST STW,Storm tank at WwTW,River Crouch T,N/a,N/a,51.622942,0.58750213,TQ7921094740,Y,Crouch & Roach Estuaries (Mid-Essex Coast Phase 3),Y,Crouch & Roach Estuaries (Mid-Essex Coast Phase 3),Y,Essex Estuaries,Y,Crouch and Roach Estuaries,50.75,8,Rayleigh and Wickford
ENGLAND,0x00C34BB935967FB1AF771522E5CFC617,AW33,Anglian Water,FERRY RD SPS HULLBRIDGE,HULLBRIDGE-FERRY RD SP,Storm discharge at pumping station,TIDAL RIVER CROUCH,N/a,N/a,51.629315,0.61243067,TQ8091095510,Y,Crouch & Roach Estuaries (Mid-Essex Coast Phase 3),Y,Crouch & Roach Estuaries (Mid-Essex Coast Phase 3),Y,Essex Estuaries,Y,Crouch and Roach Estuaries,34.25,5,Rayleigh and Wickford
ENGLAND,0x3670928C96F6768C4220F9CB2681ED0F,SW40,Southern Water,HEADCORN WASTE WATER STATION,MOAT ROAD HEADCORN SSO - 115965,Storm discharge at pumping station,FRESHWATER RIVER,,,51.167165,0.61483252,TQ8291044130,N,,N,,N,,Y,River Beult,304.8736111,33,Faversham and Mid Kent
ENGLAND,0x437B0419A2159DC91A950C9CB7B0AE66,SW136,Southern Water,ROCK-A-NORE PUMPING STATION,ROCK A NORE HASTINGS CEO - 110200,Storm discharge at pumping station,ENGLISH CHANNEL,,"HASTINGS PELHAM BEACH, ST LEONARDS",50.856492,0.59940037,TQ8305009550,N,,Y,"Dungeness, Romney Marsh and Rye Bay",Y,Hastings Cliffs,Y,Hastings Cliffs to Pett Beach,14.0075,2,Hastings and Rye
ENGLAND,0x279341D8FBF0AC5E366F0700AC833207,AW39,Anglian Water,SOUTHEND - BELTON GARDENS PS,"SOUTHEND ON SEA, LEIGH BELTON GARDENS PS",Storm discharge at pumping station,THAMES ESTUARY,N/a,N/a,51.537861,0.64410761,TQ8347085420,Y,Benfleet and Southend Marshes,Y,Benfleet and Southend Marshes,N,,Y,Benfleet and Southend Marshes,23.25,3,Southend West
ENGLAND,0xF67A95129989E14081953D4DEEF6B108,AW73,Anglian Water,SOUTHEND - BELTON GARDENS PS,SOUTHEND-VICTORIA W'F TANK CSO,SO on sewer network,LEIGH CREEK,N/a,N/a,51.53872,0.65382011,TQ8414085540,Y,Benfleet and Southend Marshes,Y,Benfleet and Southend Marshes,N,,Y,Benfleet and Southend Marshes,1,3,Southend West
ENGLAND,0x89472F47A649229FF71ADFC2B69CBE11,AW77,Anglian Water,SOUTHEND PRITTLE BROOK STORAGE TANK,SOUTHEND PRITTLE BROOK STORAGE TANK,SO on sewer network,THAMES ESTUARY,Foulness,N/a,51.537603,0.67134935,TQ8536085460,Y,Benfleet and Southend Marshes,Y,Benfleet and Southend Marshes,N,,Y,Benfleet and Southend Marshes,0.6,7,Southend West
ENGLAND,0xC8C3095BE746733DBC466C4291472C9D,SW124,Southern Water,"SEWAGE DRAIN, SMARDEN",SMARDEN BELL CEO - 108886,Storm discharge at pumping station,FRESHWATER RIVER,,,51.151173,0.66583896,TQ8654042480,N,,N,,N,,Y,River Beult,17.7325,5,Ashford
ENGLAND,0xBBE5EC11F41644DB8A5B1D5403B246A1,AW65,Anglian Water,SOUTHEND - BELTON GARDENS PS,SOUTHEND-BURDETT ROAD CSO,SO on sewer network,THE THAMES ESTUARY,Foulness,N/a,51.531124,0.72619692,TQ8919084880,Y,Benfleet and Southend Marshes,Y,"Outer Thames Estuary,Benfleet and Southend Marshes",N,,Y,Benfleet and Southend Marshes,2.133333333,5,Rochford and Southend East
ENGLAND,0x72FC55C4DC57D27863C523AF4161C963,SW151,Southern Water,GRAIN WWTW,GRAIN CEO - 115411,Inlet SO at WwTW,THE MEDWAY ESTUARY,"FOULNESS, OUTER THAMES, SHEPPEY, SOUTHEND",SHEERNESS,51.45296,0.72268739,TQ8927076180,Y,"Medway Estuary & Marshes,Thames Estuary & Marshes",Y,Thames Estuary & Marshes,N,,Y,"Medway Estuary and Marshes,South Thames Estuary and Marshes",7.393055556,9,Rochester and Strood
ENGLAND,0xE9CE9DC0F8FD60F277AAFFA78A2C87FC,AW27,Anglian Water,SOUTHEND - BELTON GARDENS PS,SOUTHEND-MANILLA RD BF,SO on sewer network,THAMES ESTUARY,Foulness,N/a,51.529696,0.73346535,TQ8970084740,Y,Benfleet and Southend Marshes,Y,"Outer Thames Estuary,Benfleet and Southend Marshes",N,,Y,Benfleet and Southend Marshes,59.9,15,Rochford and Southend East
ENGLAND,0xABD18AC7DA637A0C1E1E1DD887E49C48,SW123,Southern Water,CRICKET SALTS RYE CEO,CRICKET SALTS RYE CEO - 111926,Storm discharge at pumping station,THE RIVER ROTHER,,,50.955297,0.73891266,TQ9246020890,Y,"Dungeness, Romney Marsh and Rye Bay",Y,"Dungeness, Romney Marsh and Rye Bay",N,,Y,"Dungeness, Romney Marsh and Rye Bay",18.10944444,23,Hastings and Rye
ENGLAND,0x2E3F7188BC35C8D9F7D1DF1CF596F3A5,SW84,Southern Water,MONKBRETTON BRIDGE RYE WPS,MONKBRETTON BRIDGE RYE CEO - 108224,Storm discharge at pumping station,RYE HARBOUR (TIDAL),,,50.952877,0.73929723,TQ9249720622,Y,"Dungeness, Romney Marsh and Rye Bay",Y,"Dungeness, Romney Marsh and Rye Bay",N,,Y,"Dungeness, Romney Marsh and Rye Bay",70.13638889,19,Hastings and Rye
ENGLAND,0x4B32D62773CDA8DD9FF8D482A2BC1FB6,SW44,Southern Water,"RYE WWTW, HARBOUR ROAD, RYE",RYE SSO - 115433,Storm tank at WwTW,THE RIVER ROTHER,,CAMBER,50.946248,0.74507224,TQ9293019900,Y,"Dungeness, Romney Marsh and Rye Bay",Y,"Dungeness, Romney Marsh and Rye Bay",N,,Y,"Dungeness, Romney Marsh and Rye Bay",252.3666667,32,Hastings and Rye
ENGLAND,0xA2127597F209C0028806691A621FA681,SW57,Southern Water,MILITARY ROAD IDEN CSO,MILITARY ROAD IDEN CSO - 108286,Storm discharge at pumping station,TIDAL RIVER ROTHER,,,50.963463,0.74736915,TQ9302021820,Y,"Dungeness, Romney Marsh and Rye Bay",Y,"Dungeness, Romney Marsh and Rye Bay",N,,Y,"Dungeness, Romney Marsh and Rye Bay",165.3375,24,Hastings and Rye
ENGLAND,0x6168CD6321E23C9621234083185D1755,AW20,Anglian Water,BURNHAM ON CROUCH WRC,BURNHAM ON CROUCH STW,Inlet SO at WwTW,THE RIVER CROUCH (TIDAL),N/a,N/a,51.622266,0.82730918,TQ9581095280,Y,Crouch & Roach Estuaries (Mid-Essex Coast Phase 3),Y,"Outer Thames Estuary,Crouch & Roach Estuaries (Mid-Essex Coast Phase 3)",Y,Essex Estuaries,Y,Crouch and Roach Estuaries,124.2,37,Maldon
ENGLAND,0x5D3A168A975451331CF82930DAF812E4,SW128,Southern Water,EASTCHURCH WWTW,EASTCHURCH SSO - 115408,Storm tank at WwTW,THE WINDMILL CREEK,"SWALE CENTRAL, SWALE EAST",,51.371094,0.84470766,TQ9810067400,Y,The Swale,Y,The Swale,N,,Y,The Swale,16.86666667,4,Sittingbourne and Sheppey
ENGLAND,0xC330AFCBE7B3A8958909633998BD979A,SW113,Southern Water,ABBEYFIELDS COMBINED SEWER OVERFLOW,ABBEYFIELDS FAVERSHAM CSO - 108641,SO on sewer network,FAVERSHAM CREEK,"SWALE CENTRAL, SWALE EAST",,51.322551,0.90227733,TR0232062160,Y,The Swale,Y,The Swale,N,,Y,The Swale,25.45972222,25,Faversham and Mid Kent
ENGLAND,0x72CCE0777239ED324CAB9DAAF119BEC6,SW116,Southern Water,ABBEY ROAD CSO,ABBEY ROAD FAVERSHAM CEO - 103283,Storm discharge at pumping station,FAVERSHAM CREEK,"SWALE CENTRAL, SWALE EAST",,51.322278,0.90240364,TR0233062130,Y,The Swale,Y,The Swale,N,,Y,The Swale,23.57805556,25,Faversham and Mid Kent
ENGLAND,0x721F548D823E5B428C96949B972E7A55,SW170,Southern Water,CYPRUS RD/WHITSTABLE RD CSO,CYPRUS ROAD FAVERSHAM NO 3 CSO - 109603,SO on sewer network,FAVERSHAM CREEK,"SWALE CENTRAL, SWALE EAST",,51.322274,0.90254696,TR0234062130,Y,The Swale,Y,The Swale,N,,Y,The Swale,3.384166667,8,Faversham and Mid Kent
ENGLAND,0xCC4EF4C4167946991B423139B6ACFC1D,SW125,Southern Water,FAVERSHAM ABBEY FIELD S.T.W.,FAVERSHAM SSO - 115409,Storm tank at WwTW,FAVERSHAM CREEK,"SWALE CENTRAL, SWALE EAST",,51.324014,0.90748011,TR0267662337,Y,The Swale,Y,The Swale,N,,Y,The Swale,17.02111111,7,Faversham and Mid Kent
ENGLAND,0x01CB68A33507D6A637B4A16A9623668F,SW79,Southern Water,WESTBERE WWTW,WESTBERE SSO - 115802,Storm tank at WwTW,THE GREAT STOUR,,,51.301968,1.159738,TR2035460613,Y,Stodmarsh,Y,Stodmarsh,Y,Stodmarsh,Y,Stodmarsh,86.2025,19,North Thanet
ENGLAND,0xAF56862105746AD3810F37AD90A6627B,YW34,Yorkshire Water,ROYSTON (CARLTON-SHAW LANE),CARLTON SHAW LN/CSO,Storm discharge at pumping station,SHAW DYKE,,,53.58685,-1.4306138,SE3779010180,N,,N,,N,,Y,Dearne Valley Wetlands,11.5,4,Barnsley Central
WALES,OLzFNn41XE+M6tQ1HcJs2znQ8pLSfGuFcjupCO4Jf30=,DWR_WALES146,DWR,TREARDDUR BAY PS (PUMPED DISCHARGE),,Storm discharge at pumping station,,,,53.279692,-4.6101392,SH 26076 79036,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,N,,Y,Beddmanarch-Cymyran,172.5,57,Ynys M?n
WALES,3fqOaJ3mCtujPGaVez0+8seGQv+cLpTaMj+jJes07qM=,DWR_WALES225,DWR,Gorad PS Gorad NR Valley Anglesey,,Storm discharge at pumping station,Holyhead Strait,,,53.295487,-4.5630341,SH 29279 80679,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,N,,Y,Beddmanarch-Cymyran,60.75,22,Ynys M?n
WALES,K9GbrFSAxeYmrn2c+jc57xaSw7KsPP0dJiXhckGoINI=,DWR_WALES194,DWR,Llanbedrog SPS,,Storm discharge at pumping station,Tremadog Bay,,,52.852057,-4.4741963,SH 33495 31153,N,,N,,Y,Pen Llyn a'r Sarnau / Lleyn Peninsula and the Sarnau,Y,Mynydd Tir y Cwmwd a'r Glannau at Garreg yr Imbill,109.75,7,Dwyfor Meirionnydd
WALES,Xc3DMwgcMO6p/AtUBkiKh6rHK6CRW4z9YZEifNoqUQM=,DWR_WALES280,DWR,MALLTRAETH WWTW - STORM,,Discharge from Storm tank at WwTW,CEFNI,,,53.185567,-4.3977741,SH 39881 68071,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,Glannau Mon: Cors heli / Anglesey Coast: Saltmarsh,Y,Newborough Warren - Ynys Llanddwyn,23.5,40,Ynys M?n
WALES,fMuca0irkBHX7ast0Wko5zeA+jcknhJr86OK9mGB5P4=,DWR_WALES342,DWR,MALLTRAETH WWTW TERMINAL,,Storm discharge at pumping station,CEFNI,,,53.185567,-4.3977741,SH 39881 68071,N,,Y,Anglesey Terns / Morwenoliaid Ynys M?¡än,Y,Glannau Mon: Cors heli / Anglesey Coast: Saltmarsh,Y,Newborough Warren - Ynys Llanddwyn,1.75,2,Ynys M?n
WALES,ebgXveHKV6ti+lo3TNKXZ+4h5+tY9hPNHBBj5jpfCp4=,DWR_WALES252,DWR,NEWBOROUGH STW,,CSO on sewer network,,,,53.151398,-4.3387507,SH 43700 64140,N,,N,,Y,Glannau Mon: Cors heli / Anglesey Coast: Saltmarsh,Y,Newborough Warren - Ynys Llanddwyn,38,19,Ynys M?n
WALES,0usxoScymTrApBkgNyI2xeP/CARPr1AiqqUN+WXMBiA=,DWR_WALES62,DWR,Llanfaglan WwTW Settled Storm Overflow,,Discharge from Storm tank at WwTW,Gwyrfai - downstream of Cwellyn,,,53.110166,-4.2892356,SH 46864 59447,N,,N,,Y,Afon Gwyrfai a Llyn Cwellyn,Y,Afon Gwyrfai a Llyn Cwellyn,709.25,74,Arfon
WALES,m6mB22x9PabSKvUZYNi4JPzNvxq52tWk7bnlvgortok=,DWR_WALES185,DWR,Caernarfon - Llwyn Gwalch CSO Groes,,CSO on sewer network,Llifon,,,53.083021,-4.2803879,SH 47360 56409,N,,N,,Y,Glynllifon,Y,Glynllifon,113,45,Arfon
WALES,bi7qHuMNmsSUO/JnAuakKnQCftbiAj/KHHH2WlvguJE=,DWR_WALES131,DWR,CAERNARFON WWTW INLET PUMP ST 6MM,,Storm discharge at pumping station,Seiont,,,53.132445,-4.2732882,SH 48010 61891,N,,N,,N,,Y,Afon Seiont,220.5,97,Arfon
WALES,3oE1d8zorZKIOK5mLgpZ8lswfrt/dllLTCg5V2fxhLM=,DWR_WALES30,DWR,CAERNARFON WWTW STORM TANKS,,Discharge from Storm tank at WwTW,Seiont,,,53.131868,-4.272899,SH 48034 61826,N,,N,,N,,Y,Afon Seiont,1276,120,Arfon
WALES,QdaGHklW47FfUq0f++50IzowM2g5tNfYgHKk0Xb3xoE=,DWR_WALES336,DWR,Bontnewydd CSO Ysgol Gynradd Bontne,,CSO on sewer network,Gwyrfai - downstream of Cwellyn,,,53.114712,-4.271097,SH 48094 59914,N,,N,,Y,Afon Gwyrfai a Llyn Cwellyn,Y,Afon Gwyrfai a Llyn Cwellyn,2.5,3,Arfon
WALES,GDIH9hzBCu3cMeti/4rc4NcVluVq5eyWNzsWPY1ypdQ=,DWR_WALES84,DWR,Bontnewydd CSO,,CSO on sewer network,Gwyrfai - downstream of Cwellyn,,,53.114588,-4.2710008,SH 48100 59900,N,,N,,Y,Afon Gwyrfai a Llyn Cwellyn,Y,Afon Gwyrfai a Llyn Cwellyn,464.5,97,Arfon
WALES,ENk39yrGx1d6in2TTPqz9p4RM4hAAFN04HKc5lOfuBk=,DWR_WALES156,DWR,CRICCIETH WEST PS,,Storm discharge at pumping station,Tremadog Bay,,,52.914024,-4.241153,SH 49400 37530,N,,Y,Northern Cardigan Bay / Gogledd Bae Ceredigion,Y,Pen Llyn a'r Sarnau / Lleyn Peninsula and the Sarnau,Y,Glanllynnau a Glannau Pen-ychain i Gricieth,156.5,24,Dwyfor Meirionnydd
WALES,nhJ7AbItV2DJR1i7X10ToTE01mubjnVr09/hpFFsFhY=,DWR_WALES36,DWR,CSO at Waunfawr STW,,Discharge from Storm tank at WwTW,Gwyrfai - downstream of Cwellyn,,,53.106943,-4.2003327,SH 52803 58902,N,,N,,Y,Afon Gwyrfai a Llyn Cwellyn,Y,Afon Gwyrfai a Llyn Cwellyn,1145.25,97,Arfon
WALES,weW1CTQKP4Qc45xUfw8qaxIaoS9T/YXo8eo7GTMazzY=,DWR_WALES48,DWR,PENTREFELIN STW,,Discharge from Storm tank at WwTW,GLASLYN,,,52.933125,-4.1894038,SH 52944 39547,N,,N,,N,,Y,Tiroedd a Glannau Rhwng Cricieth ac Afon Glaslyn,870,97,Dwyfor Meirionnydd
WALES,cIRhQyh3+qyshrq5uHkOnqbSQICOL95XpRKrnujInpI=,DWR_WALES19,DWR,PS NO 3 (SUSPENSION BRIDGE) (EMERGE,,Storm discharge at pumping station,Menai Strait,,,53.221116,-4.1635648,SH 55648 71526,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,Y,Glannau Porthaethwy,1640.25,109,Ynys M?n
WALES,C3P83/aD30/liNC9xV1KKpaPg7VkdJRUrUktjozqePM=,DWR_WALES117,DWR,PS NO 1 (FAELOG CAUSEWAY) (EMERGENC,,Storm discharge at pumping station,Menai Strait,,,53.227438,-4.1560629,SH 56170 72214,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,Y,Glannau Porthaethwy,292.75,52,Ynys M?n
WALES,1VVyvW9laAwq0t4w5tsrRPfnhGOIHbiLH5GOzQtqjZY=,DWR_WALES53,DWR,LLANDEGFAN (MENAI) PUMPING STATION,,Storm discharge at pumping station,Menai Strait,,,53.232796,-4.1510878,SH 56520 72800,N,,N,,Y,Y Fenai a Bae Conwy / Menai Strait and Conwy Bay,Y,Glannau Porthaethwy,794.75,54,Ynys M?n
